MSSubClass,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
11.0,11.0,4.0,29.0,4.0,1.0,0.0,1.0,2.0,1.0,816.0,2.0,816.0,816.0,0.0,1.0,3.0,0.0,4.0,71.0,0.0,1.0,264.0,124500.0
6.0,3.0,6.0,23.0,56.0,1.0,0.0,2.0,1.0,1.0,952.0,3.0,952.0,1548.0,2.0,3.0,3.0,0.0,1.0,54.0,0.0,2.0,672.0,205000.0
11.0,11.0,6.0,96.0,42.0,1.0,0.0,2.0,5.0,3.0,1560.0,4.0,1560.0,1560.0,2.0,2.0,5.0,0.0,4.0,84.0,2.0,2.0,573.0,201000.0
11.0,14.0,3.0,37.0,9.0,1.0,0.0,1.0,2.0,1.0,864.0,4.0,864.0,864.0,0.0,1.0,2.0,0.0,1.0,31.0,0.0,2.0,400.0,141000.0
11.0,23.0,8.0,102.0,56.0,2.0,315.0,3.0,5.0,3.0,2121.0,4.0,2121.0,2121.0,2.0,3.0,7.0,1.0,4.0,88.0,2.0,4.0,732.0,415298.0
14.0,18.0,6.0,74.0,28.0,2.0,299.0,1.0,2.0,2.0,1160.0,4.0,1156.0,2022.0,2.0,1.0,7.0,1.0,4.0,60.0,2.0,2.0,505.0,192000.0
14.0,12.0,6.0,107.0,44.0,2.0,340.0,2.0,2.0,2.0,807.0,3.0,1175.0,1982.0,2.0,2.0,5.0,1.0,4.0,68.0,2.0,2.0,575.0,228500.0
11.0,19.0,5.0,102.0,57.0,3.0,68.0,2.0,5.0,2.0,1262.0,3.0,1262.0,1262.0,2.0,2.0,3.0,0.0,4.0,93.0,2.0,2.0,572.0,185000.0
13.0,23.0,6.0,103.0,58.0,3.0,166.0,2.0,5.0,2.0,1314.0,4.0,1314.0,1314.0,2.0,2.0,4.0,1.0,4.0,95.0,1.0,2.0,626.0,207500.0
11.0,19.0,7.0,110.0,59.0,3.0,72.0,2.0,5.0,2.0,1468.0,4.0,1468.0,1468.0,2.0,2.0,4.0,1.0,4.0,95.0,2.0,4.0,898.0,244600.0
13.0,12.0,5.0,91.0,33.0,1.0,0.0,2.0,5.0,2.0,1575.0,3.0,1575.0,1575.0,2.0,2.0,3.0,0.0,4.0,80.0,1.0,2.0,529.0,179200.0
5.0,19.0,6.0,102.0,56.0,1.0,0.0,2.0,5.0,2.0,625.0,4.0,625.0,1250.0,2.0,2.0,3.0,0.0,1.0,93.0,1.0,2.0,528.0,164700.0
6.0,10.0,5.0,50.0,35.0,1.0,0.0,1.0,2.0,1.0,912.0,2.0,1085.0,1734.0,0.0,2.0,5.0,1.0,4.0,28.0,1.0,2.0,440.0,159000.0
11.0,10.0,3.0,26.0,2.0,1.0,0.0,1.0,2.0,1.0,858.0,2.0,858.0,858.0,0.0,1.0,3.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,88000.0
11.0,6.0,4.0,47.0,10.0,2.0,31.0,1.0,2.0,1.0,882.0,2.0,900.0,900.0,0.0,1.0,3.0,0.0,1.0,43.0,0.0,1.0,280.0,122000.0
9.0,3.0,5.0,31.0,42.0,1.0,0.0,1.0,1.0,1.0,698.0,4.0,698.0,1396.0,0.0,1.0,5.0,0.0,1.0,84.0,0.0,1.0,384.0,153575.0
14.0,16.0,7.0,102.0,57.0,1.0,0.0,2.0,5.0,2.0,1079.0,4.0,1079.0,1919.0,2.0,2.0,7.0,1.0,4.0,93.0,1.0,2.0,685.0,233230.0
3.0,8.0,4.0,15.0,38.0,1.0,0.0,1.0,5.0,1.0,780.0,4.0,936.0,1716.0,2.0,0.0,8.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,135900.0
6.0,4.0,4.0,10.0,58.0,1.0,0.0,1.0,2.0,1.0,768.0,3.0,1148.0,1716.0,0.0,1.0,7.0,1.0,4.0,7.0,0.0,1.0,281.0,131000.0
14.0,13.0,6.0,74.0,54.0,2.0,34.0,1.0,2.0,1.0,795.0,1.0,1468.0,2263.0,2.0,2.0,8.0,1.0,4.0,60.0,2.0,2.0,539.0,235000.0
11.0,10.0,5.0,51.0,21.0,3.0,238.0,1.0,2.0,1.0,1416.0,2.0,1644.0,1644.0,0.0,1.0,5.0,2.0,4.0,39.0,2.0,2.0,418.0,167000.0
10.0,11.0,5.0,71.0,37.0,1.0,0.0,1.0,2.0,1.0,1003.0,2.0,1003.0,1003.0,0.0,1.0,4.0,0.0,1.0,63.0,0.0,2.0,588.0,142500.0
6.0,1.0,4.0,22.0,1.0,1.0,0.0,1.0,2.0,1.0,910.0,2.0,910.0,1558.0,0.0,1.0,4.0,0.0,4.0,30.0,0.0,1.0,282.0,152000.0
14.0,19.0,6.0,89.0,48.0,2.0,1600.0,2.0,5.0,2.0,975.0,4.0,975.0,1950.0,2.0,2.0,5.0,1.0,1.0,75.0,1.0,2.0,576.0,239000.0
14.0,13.0,5.0,73.0,24.0,2.0,365.0,2.0,2.0,1.0,702.0,3.0,1041.0,1743.0,0.0,1.0,5.0,1.0,4.0,59.0,0.0,2.0,539.0,175000.0
11.0,17.0,5.0,22.0,43.0,1.0,0.0,1.0,2.0,1.0,1092.0,4.0,1152.0,1152.0,0.0,2.0,4.0,1.0,4.0,30.0,0.0,1.0,300.0,158500.0
3.0,17.0,4.0,51.0,21.0,2.0,56.0,1.0,2.0,1.0,1165.0,2.0,1336.0,1336.0,0.0,1.0,3.0,2.0,4.0,39.0,0.0,1.0,375.0,157000.0
14.0,16.0,7.0,92.0,46.0,1.0,0.0,2.0,5.0,2.0,1028.0,4.0,1210.0,2452.0,2.0,2.0,8.0,1.0,5.0,77.0,2.0,2.0,683.0,267000.0
11.0,16.0,6.0,99.0,53.0,2.0,150.0,2.0,5.0,2.0,1541.0,4.0,1541.0,1541.0,2.0,2.0,4.0,1.0,4.0,89.0,1.0,4.0,843.0,205000.0
11.0,16.0,4.0,44.0,7.0,1.0,0.0,1.0,5.0,1.0,894.0,2.0,894.0,894.0,0.0,1.0,3.0,0.0,4.0,67.0,0.0,2.0,552.0,149900.0
12.0,5.0,6.0,83.0,53.0,1.0,0.0,1.0,1.0,1.0,1470.0,4.0,1675.0,3493.0,3.0,2.0,10.0,1.0,4.0,84.0,0.0,4.0,870.0,295000.0
11.0,16.0,7.0,85.0,50.0,3.0,246.0,2.0,5.0,2.0,2000.0,4.0,2000.0,2000.0,2.0,2.0,7.0,0.0,4.0,78.0,2.0,4.0,888.0,305900.0
14.0,12.0,6.0,94.0,36.0,2.0,246.0,2.0,2.0,2.0,700.0,3.0,1122.0,2243.0,2.0,2.0,7.0,1.0,4.0,74.0,1.0,4.0,746.0,225000.0
6.0,1.0,5.0,13.0,1.0,1.0,0.0,1.0,2.0,1.0,319.0,2.0,1035.0,1406.0,0.0,0.0,4.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,89500.0
0.0,4.0,3.0,28.0,1.0,1.0,0.0,1.0,2.0,1.0,861.0,4.0,861.0,861.0,0.0,1.0,2.0,0.0,1.0,32.0,0.0,2.0,539.0,82500.0
11.0,23.0,8.0,96.0,43.0,1.0,0.0,2.0,5.0,3.0,1896.0,4.0,1944.0,1944.0,2.0,3.0,7.0,3.0,4.0,84.0,2.0,4.0,708.0,360000.0
14.0,14.0,5.0,90.0,54.0,2.0,112.0,1.0,5.0,2.0,697.0,3.0,697.0,1501.0,2.0,2.0,4.0,1.0,4.0,83.0,2.0,2.0,420.0,165600.0
11.0,10.0,5.0,38.0,53.0,1.0,0.0,1.0,2.0,1.0,972.0,4.0,972.0,972.0,0.0,1.0,3.0,1.0,1.0,22.0,0.0,1.0,240.0,132000.0
3.0,5.0,4.0,53.0,1.0,1.0,0.0,1.0,2.0,2.0,793.0,2.0,793.0,1118.0,0.0,1.0,3.0,1.0,1.0,62.0,0.0,2.0,410.0,119900.0
11.0,21.0,6.0,55.0,18.0,1.0,0.0,1.0,2.0,2.0,2136.0,2.0,2036.0,2036.0,2.0,1.0,7.0,2.0,4.0,45.0,1.0,2.0,513.0,375000.0
9.0,5.0,6.0,23.0,45.0,1.0,0.0,1.0,1.0,1.0,728.0,4.0,832.0,1641.0,0.0,3.0,4.0,1.0,1.0,40.0,0.0,2.0,546.0,178000.0
14.0,14.0,6.0,85.0,50.0,1.0,0.0,2.0,5.0,2.0,716.0,4.0,716.0,1432.0,2.0,2.0,4.0,1.0,4.0,78.0,2.0,2.0,432.0,188500.0
14.0,13.0,6.0,72.0,25.0,2.0,278.0,2.0,2.0,2.0,845.0,2.0,1153.0,2353.0,2.0,3.0,10.0,1.0,4.0,69.0,1.0,2.0,484.0,260000.0
14.0,19.0,7.0,102.0,57.0,1.0,0.0,2.0,5.0,2.0,1088.0,4.0,1088.0,1959.0,2.0,2.0,7.0,1.0,4.0,93.0,1.0,4.0,1025.0,270000.0
14.0,24.0,6.0,90.0,55.0,2.0,256.0,2.0,5.0,2.0,1347.0,4.0,1372.0,2646.0,2.0,2.0,8.0,1.0,4.0,83.0,1.0,4.0,656.0,260000.0
10.0,13.0,6.0,72.0,25.0,2.0,225.0,1.0,2.0,2.0,1372.0,2.0,1472.0,1472.0,2.0,1.0,4.0,2.0,4.0,33.0,0.0,2.0,588.0,187500.0
14.0,23.0,8.0,102.0,57.0,3.0,370.0,1.0,5.0,3.0,1249.0,4.0,1249.0,2596.0,3.0,2.0,8.0,0.0,4.0,93.0,1.0,4.0,840.0,342643.0
14.0,23.0,7.0,85.0,43.0,2.0,388.0,2.0,5.0,3.0,1136.0,4.0,1136.0,2468.0,2.0,2.0,10.0,1.0,5.0,78.0,2.0,4.0,872.0,354000.0
14.0,12.0,6.0,88.0,49.0,2.0,172.0,2.0,2.0,1.0,1502.0,4.0,1553.0,2730.0,2.0,2.0,7.0,1.0,4.0,58.0,2.0,2.0,576.0,301000.0
11.0,5.0,2.0,32.0,50.0,1.0,0.0,1.0,2.0,1.0,1162.0,4.0,1163.0,1163.0,0.0,1.0,4.0,0.0,4.0,36.0,0.0,1.0,220.0,126175.0
10.0,10.0,6.0,47.0,56.0,2.0,300.0,2.0,2.0,2.0,710.0,4.0,1898.0,2978.0,2.0,2.0,11.0,1.0,5.0,32.0,2.0,2.0,564.0,242000.0
2.0,1.0,4.0,16.0,1.0,1.0,0.0,1.0,2.0,1.0,720.0,0.0,803.0,803.0,0.0,1.0,3.0,0.0,1.0,12.0,0.0,2.0,360.0,87000.0
13.0,20.0,7.0,90.0,55.0,1.0,0.0,2.0,5.0,2.0,1719.0,4.0,1719.0,1719.0,0.0,2.0,4.0,2.0,4.0,83.0,2.0,2.0,473.0,324000.0
11.0,10.0,5.0,66.0,19.0,2.0,175.0,1.0,2.0,1.0,1383.0,2.0,1383.0,1383.0,0.0,1.0,5.0,0.0,4.0,52.0,1.0,1.0,292.0,145250.0
12.0,3.0,5.0,42.0,54.0,1.0,0.0,1.0,1.0,1.0,844.0,3.0,1445.0,2134.0,2.0,2.0,10.0,0.0,1.0,16.0,0.0,2.0,441.0,214500.0
9.0,1.0,4.0,13.0,1.0,1.0,0.0,1.0,5.0,1.0,596.0,2.0,596.0,1192.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,1.0,189.0,78000.0
4.0,10.0,4.0,67.0,29.0,2.0,84.0,1.0,2.0,1.0,1728.0,2.0,1728.0,1728.0,2.0,1.0,10.0,0.0,1.0,79.0,0.0,1.0,352.0,119000.0
11.0,10.0,4.0,48.0,33.0,1.0,0.0,1.0,2.0,1.0,1056.0,1.0,1056.0,1056.0,0.0,1.0,4.0,0.0,4.0,24.0,1.0,1.0,308.0,139000.0
11.0,23.0,7.0,96.0,43.0,2.0,296.0,2.0,5.0,2.0,3206.0,4.0,1629.0,1629.0,2.0,2.0,5.0,1.0,4.0,84.0,1.0,4.0,880.0,284000.0
13.0,23.0,6.0,85.0,43.0,3.0,146.0,2.0,5.0,2.0,1358.0,4.0,1358.0,1358.0,2.0,2.0,4.0,1.0,4.0,78.0,1.0,2.0,484.0,207000.0
14.0,14.0,5.0,92.0,48.0,1.0,0.0,1.0,5.0,2.0,943.0,3.0,943.0,1638.0,2.0,1.0,5.0,2.0,4.0,77.0,2.0,2.0,472.0,192000.0
3.0,21.0,4.0,55.0,18.0,1.0,0.0,1.0,2.0,1.0,1499.0,4.0,1619.0,1786.0,2.0,1.0,5.0,2.0,4.0,45.0,2.0,2.0,529.0,228950.0
11.0,22.0,8.0,97.0,57.0,3.0,200.0,2.0,5.0,3.0,1922.0,4.0,1922.0,1922.0,2.0,2.0,7.0,1.0,4.0,81.0,2.0,4.0,676.0,377426.0
11.0,16.0,6.0,95.0,42.0,2.0,113.0,2.0,5.0,2.0,1536.0,4.0,1536.0,1536.0,2.0,2.0,5.0,0.0,4.0,79.0,1.0,2.0,532.0,214000.0
11.0,13.0,6.0,71.0,48.0,1.0,0.0,2.0,2.0,2.0,1208.0,4.0,1621.0,1621.0,2.0,2.0,7.0,0.0,4.0,63.0,1.0,2.0,440.0,202500.0
11.0,10.0,5.0,48.0,48.0,2.0,176.0,1.0,2.0,1.0,1215.0,2.0,1215.0,1215.0,0.0,1.0,4.0,0.0,4.0,24.0,0.0,1.0,297.0,155000.0
14.0,21.0,7.0,95.0,53.0,1.0,0.0,2.0,5.0,2.0,967.0,4.0,993.0,1908.0,2.0,2.0,8.0,0.0,4.0,79.0,2.0,2.0,431.0,202900.0
11.0,12.0,3.0,22.0,1.0,1.0,0.0,0.0,2.0,1.0,721.0,3.0,841.0,841.0,0.0,1.0,2.0,0.0,0.0,30.0,0.0,1.0,294.0,82000.0
4.0,10.0,2.0,10.0,1.0,2.0,340.0,1.0,0.0,1.5797610681658467,0.0,1.0,1040.0,1040.0,2.0,1.0,4.0,0.0,1.0,7.0,0.0,2.0,400.0,87500.0
13.0,23.0,8.0,97.0,50.0,2.0,616.0,3.0,5.0,3.0,1684.0,4.0,1684.0,1684.0,2.0,3.0,4.0,1.0,4.0,81.0,1.0,2.0,564.0,266000.0
5.0,0.0,4.0,70.0,31.0,1.0,0.0,1.0,2.0,2.0,536.0,2.0,536.0,1112.0,0.0,1.0,2.0,0.0,4.0,55.0,0.0,1.0,336.0,85000.0
6.0,3.0,5.0,53.0,1.0,1.0,0.0,1.0,1.0,1.0,972.0,3.0,972.0,1577.0,0.0,0.0,4.0,1.0,1.0,62.0,0.0,1.0,312.0,140200.0
11.0,10.0,5.0,66.0,48.0,1.0,0.0,1.0,2.0,1.0,958.0,2.0,958.0,958.0,0.0,1.0,3.0,0.0,4.0,52.0,1.0,1.0,301.0,151500.0
11.0,10.0,5.0,66.0,19.0,2.0,30.0,1.0,2.0,1.0,1478.0,4.0,1478.0,1478.0,2.0,1.0,4.0,2.0,4.0,52.0,0.0,2.0,498.0,157500.0
5.0,23.0,6.0,96.0,43.0,3.0,106.0,2.0,5.0,2.0,764.0,4.0,764.0,1626.0,2.0,2.0,4.0,0.0,5.0,84.0,1.0,2.0,474.0,154000.0
14.0,23.0,8.0,97.0,57.0,2.0,870.0,3.0,5.0,3.0,1848.0,4.0,1848.0,2728.0,2.0,3.0,10.0,2.0,4.0,93.0,2.0,4.0,706.0,437154.0
13.0,23.0,8.0,103.0,56.0,2.0,362.0,3.0,5.0,3.0,1869.0,4.0,1869.0,1869.0,2.0,3.0,4.0,1.0,4.0,88.0,1.0,2.0,617.0,318061.0
13.0,18.0,6.0,88.0,39.0,1.0,0.0,1.0,5.0,2.0,1453.0,3.0,1453.0,1453.0,0.0,2.0,4.0,1.0,4.0,64.0,1.0,2.0,445.0,190000.0
6.0,4.0,4.0,16.0,1.0,1.0,0.0,1.0,2.0,1.0,616.0,2.0,616.0,1111.0,0.0,1.0,3.0,0.0,1.0,12.0,0.0,1.0,200.0,95000.0
0.0,5.0,5.0,35.0,42.0,1.0,0.0,1.0,1.0,1.0,624.0,3.0,720.0,720.0,0.0,1.0,3.0,0.0,1.0,81.0,0.0,2.0,484.0,105900.0
6.0,8.0,5.0,28.0,38.0,1.0,0.0,1.0,2.0,1.0,940.0,4.0,1192.0,1595.0,0.0,1.0,4.0,2.0,4.0,34.0,0.0,1.0,240.0,140000.0
11.0,16.0,5.0,105.0,47.0,1.0,0.0,2.0,5.0,2.0,1200.0,4.0,1200.0,1200.0,2.0,2.0,4.0,0.0,4.0,90.0,1.0,2.0,521.0,177500.0
11.0,14.0,5.0,91.0,33.0,2.0,106.0,1.0,5.0,2.0,1158.0,3.0,1167.0,1167.0,2.0,2.0,4.0,0.0,4.0,80.0,1.0,2.0,400.0,173000.0
13.0,0.0,4.0,70.0,31.0,1.0,0.0,1.0,5.0,2.0,1142.0,2.0,1142.0,1142.0,0.0,1.0,4.0,1.0,4.0,55.0,2.0,2.0,528.0,134000.0
10.0,18.0,4.0,48.0,8.0,2.0,120.0,1.0,2.0,1.0,1062.0,4.0,1352.0,1352.0,0.0,2.0,4.0,0.0,5.0,24.0,0.0,1.0,288.0,130000.0
14.0,24.0,7.0,92.0,48.0,2.0,530.0,2.0,5.0,2.0,1086.0,4.0,1086.0,1924.0,2.0,2.0,5.0,1.0,4.0,77.0,1.0,2.0,592.0,280000.0
7.0,11.0,5.0,64.0,27.0,1.0,0.0,1.0,2.0,2.0,888.0,4.0,912.0,912.0,0.0,1.0,3.0,1.0,4.0,54.0,1.0,2.0,470.0,156000.0
6.0,3.0,4.0,28.0,4.0,1.0,0.0,1.0,2.0,1.0,883.0,3.0,988.0,1505.0,0.0,1.0,7.0,0.0,1.0,34.0,0.0,1.0,240.0,145000.0
7.0,4.0,6.0,96.0,42.0,2.0,500.0,2.0,0.0,1.5797610681658467,0.0,4.0,495.0,1922.0,3.0,2.0,5.0,1.0,5.0,84.0,1.0,2.0,672.0,198500.0
5.0,2.0,5.0,44.0,56.0,2.0,510.0,1.0,2.0,1.0,483.0,3.0,483.0,987.0,0.0,2.0,3.0,0.0,1.0,50.0,0.0,1.0,264.0,118000.0
14.0,13.0,5.0,70.0,31.0,2.0,120.0,1.0,5.0,2.0,796.0,2.0,790.0,1574.0,2.0,1.0,4.0,1.0,4.0,55.0,2.0,2.0,566.0,190000.0
9.0,1.0,4.0,13.0,52.0,1.0,0.0,1.0,2.0,1.0,672.0,3.0,672.0,1344.0,0.0,1.0,4.0,0.0,1.0,48.0,0.0,1.0,468.0,147000.0
11.0,10.0,5.0,49.0,17.0,2.0,247.0,1.0,2.0,2.0,1394.0,3.0,1394.0,1394.0,0.0,1.0,4.0,2.0,4.0,27.0,1.0,2.0,514.0,159000.0
10.0,10.0,5.0,50.0,20.0,2.0,305.0,1.0,2.0,2.0,1099.0,3.0,1431.0,1431.0,0.0,1.0,4.0,1.0,3.0,28.0,1.0,1.0,296.0,165000.0
11.0,10.0,4.0,41.0,3.0,2.0,200.0,1.0,5.0,1.0,1268.0,3.0,1268.0,1268.0,0.0,1.0,5.0,1.0,4.0,29.0,2.0,1.0,244.0,132000.0
11.0,10.0,4.0,56.0,57.0,1.0,0.0,1.0,2.0,1.0,1063.0,4.0,1287.0,1287.0,0.0,2.0,5.0,1.0,1.0,75.0,2.0,2.0,576.0,162000.0
14.0,14.0,5.0,87.0,38.0,1.0,0.0,1.0,5.0,2.0,953.0,4.0,953.0,1664.0,2.0,1.0,5.0,1.0,4.0,76.0,1.0,2.0,460.0,172400.0
6.0,18.0,3.0,56.0,13.0,1.0,0.0,1.0,2.0,1.5797610681658467,0.0,2.0,1120.0,1588.0,2.0,1.0,5.0,1.0,1.0,65.0,2.0,2.0,680.0,134432.0
13.0,12.0,5.0,71.0,37.0,1.0,0.0,1.0,2.0,2.0,744.0,2.0,752.0,752.0,0.0,1.0,2.0,0.0,4.0,63.0,0.0,1.0,264.0,125000.0
11.0,10.0,4.0,51.0,21.0,1.0,0.0,1.0,5.0,1.0,608.0,2.0,1319.0,1319.0,0.0,1.0,3.0,0.0,4.0,39.0,0.0,1.0,270.0,123000.0
14.0,16.0,6.0,96.0,43.0,1.0,0.0,2.0,5.0,2.0,847.0,4.0,847.0,1928.0,2.0,2.0,7.0,1.0,5.0,84.0,2.0,2.0,434.0,219500.0
0.0,4.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,683.0,3.0,904.0,904.0,1.0,0.0,2.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,61000.0
7.0,16.0,4.0,104.0,51.0,1.0,0.0,2.0,5.0,2.0,870.0,4.0,914.0,914.0,0.0,1.0,3.0,0.0,1.0,77.0,0.0,2.0,576.0,148000.0
14.0,19.0,7.0,85.0,50.0,1.0,0.0,2.0,5.0,2.0,1580.0,4.0,1580.0,2466.0,3.0,2.0,7.0,1.0,4.0,78.0,1.0,2.0,610.0,340000.0
11.0,22.0,8.0,111.0,60.0,3.0,350.0,2.0,5.0,3.0,1856.0,4.0,1856.0,1856.0,0.0,3.0,7.0,1.0,4.0,96.0,2.0,4.0,834.0,394432.0
14.0,14.0,5.0,87.0,38.0,2.0,16.0,1.0,5.0,2.0,982.0,4.0,1007.0,1800.0,2.0,1.0,5.0,1.0,4.0,76.0,2.0,2.0,463.0,179000.0
6.0,8.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1026.0,2.0,1026.0,1691.0,2.0,2.0,4.0,1.0,1.0,4.0,0.0,1.0,308.0,127000.0
11.0,19.0,6.0,102.0,57.0,1.0,0.0,2.0,5.0,2.0,1293.0,4.0,1301.0,1301.0,2.0,2.0,3.0,1.0,4.0,93.0,1.0,2.0,572.0,187750.0
14.0,16.0,6.0,102.0,57.0,1.0,0.0,2.0,5.0,2.0,939.0,4.0,939.0,1797.0,2.0,2.0,7.0,0.0,4.0,93.0,1.0,2.0,639.0,213500.0
2.0,12.0,5.0,35.0,1.0,1.0,0.0,1.0,1.0,0.0,784.0,2.0,784.0,784.0,0.0,1.0,3.0,0.0,1.0,30.0,0.0,2.0,360.0,76000.0
14.0,18.0,5.0,91.0,33.0,1.0,0.0,2.0,5.0,2.0,1580.0,4.0,1079.0,1953.0,2.0,2.0,8.0,2.0,4.0,80.0,2.0,2.0,501.0,240000.0
13.0,15.0,7.0,85.0,50.0,2.0,16.0,2.0,5.0,2.0,1256.0,4.0,1269.0,1269.0,2.0,2.0,4.0,1.0,4.0,78.0,2.0,2.0,430.0,192000.0
6.0,4.0,4.0,11.0,51.0,1.0,0.0,1.0,5.0,1.0,658.0,2.0,658.0,1184.0,0.0,1.0,7.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,81000.0
10.0,4.0,5.0,70.0,31.0,2.0,255.0,1.0,2.0,1.0,1041.0,4.0,1125.0,1125.0,0.0,1.0,4.0,1.0,1.0,60.0,0.0,1.0,352.0,125000.0
11.0,16.0,6.0,86.0,38.0,2.0,125.0,2.0,5.0,2.0,1468.0,4.0,1479.0,1479.0,2.0,2.0,4.0,0.0,4.0,73.0,1.0,2.0,577.0,191000.0
14.0,23.0,9.0,103.0,58.0,3.0,272.0,3.0,5.0,3.0,1682.0,4.0,1742.0,2332.0,2.0,3.0,8.0,1.0,5.0,95.0,2.0,4.0,846.0,426000.0
6.0,4.0,4.0,12.0,1.0,1.0,0.0,1.0,1.0,1.0,861.0,4.0,961.0,1367.0,0.0,1.0,5.0,0.0,1.0,54.0,0.0,1.0,384.0,119000.0
14.0,11.0,5.0,99.0,53.0,1.0,0.0,1.0,5.0,3.0,804.0,4.0,804.0,1961.0,2.0,2.0,5.0,1.0,5.0,89.0,2.0,2.0,560.0,215000.0
11.0,10.0,4.0,56.0,13.0,1.0,0.0,1.0,0.0,1.5797610681658467,0.0,2.0,882.0,882.0,0.0,1.0,3.0,0.0,4.0,61.0,1.0,1.0,294.0,106500.0
0.0,3.0,3.0,16.0,1.0,1.0,0.0,1.0,2.0,1.0,788.0,2.0,788.0,788.0,0.0,1.0,2.0,2.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,100000.0
6.0,5.0,4.0,28.0,1.0,1.0,0.0,1.0,2.0,1.0,735.0,3.0,735.0,1034.0,0.0,1.0,3.0,0.0,1.0,34.0,0.0,1.0,240.0,109000.0
11.0,4.0,4.0,36.0,5.0,1.0,0.0,1.0,2.0,1.0,1144.0,2.0,1144.0,1144.0,0.0,1.0,4.0,0.0,4.0,9.0,0.0,1.0,596.0,129000.0
11.0,16.0,4.0,44.0,7.0,1.0,0.0,1.0,2.0,1.0,894.0,2.0,894.0,894.0,0.0,1.0,4.0,0.0,1.0,53.0,1.0,2.0,600.0,123000.0
14.0,10.0,4.0,50.0,20.0,2.0,288.0,1.0,2.0,1.0,864.0,2.0,876.0,1812.0,2.0,1.0,7.0,1.0,4.0,28.0,1.0,1.0,264.0,169500.0
0.0,1.0,4.0,13.0,1.0,1.0,0.0,1.0,1.0,0.0,961.0,3.0,1077.0,1077.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,1.0,338.0,67000.0
14.0,19.0,6.0,102.0,56.0,3.0,100.0,2.0,5.0,2.0,1092.0,4.0,1112.0,1550.0,2.0,2.0,5.0,0.0,4.0,88.0,2.0,2.0,438.0,241000.0
13.0,20.0,7.0,104.0,51.0,1.0,0.0,2.0,5.0,2.0,1260.0,4.0,1288.0,1288.0,0.0,3.0,2.0,2.0,4.0,85.0,2.0,2.0,500.0,245500.0
11.0,16.0,6.0,97.0,50.0,1.0,0.0,2.0,5.0,2.0,1310.0,4.0,1310.0,1310.0,2.0,2.0,4.0,1.0,4.0,81.0,2.0,2.0,400.0,164990.0
0.0,6.0,4.0,28.0,52.0,1.0,0.0,1.0,5.0,1.0,672.0,4.0,672.0,672.0,0.0,1.0,2.0,0.0,1.0,34.0,0.0,1.0,240.0,108000.0
14.0,24.0,7.0,92.0,48.0,2.0,650.0,2.0,5.0,2.0,1141.0,3.0,1165.0,2263.0,2.0,2.0,10.0,1.0,5.0,77.0,2.0,2.0,420.0,258000.0
14.0,14.0,5.0,105.0,51.0,1.0,0.0,1.0,5.0,2.0,806.0,3.0,806.0,1572.0,2.0,1.0,5.0,1.0,5.0,90.0,2.0,2.0,373.0,168000.0
11.0,6.0,3.0,70.0,55.0,1.0,0.0,1.0,2.0,1.0,1281.0,4.0,1620.0,1620.0,2.0,1.0,7.0,1.0,4.0,83.0,0.0,2.0,490.0,150000.0
6.0,8.0,5.0,39.0,1.0,1.0,0.0,1.0,1.0,1.0,1064.0,4.0,1166.0,1639.0,0.0,1.0,4.0,0.0,1.0,38.0,0.0,1.0,240.0,115000.0
9.0,17.0,5.0,31.0,31.0,1.0,0.0,1.0,1.0,2.0,840.0,4.0,840.0,1680.0,2.0,1.0,7.0,0.0,4.0,52.0,0.0,1.0,308.0,177000.0
14.0,23.0,6.0,102.0,57.0,2.0,350.0,2.0,5.0,3.0,1063.0,4.0,1071.0,2172.0,2.0,2.0,8.0,1.0,4.0,93.0,1.0,4.0,947.0,280000.0
14.0,19.0,7.0,103.0,58.0,3.0,100.0,2.0,5.0,3.0,1034.0,4.0,1050.0,2078.0,2.0,3.0,7.0,1.0,4.0,95.0,2.0,4.0,836.0,339750.0
11.0,4.0,4.0,48.0,8.0,1.0,0.0,1.0,2.0,1.0,1276.0,2.0,1276.0,1276.0,0.0,1.0,3.0,0.0,4.0,24.0,0.0,1.0,350.0,60000.0
3.0,14.0,4.0,32.0,6.0,1.0,0.0,1.0,2.0,1.0,1056.0,2.0,1056.0,1056.0,0.0,1.0,3.0,0.0,4.0,36.0,2.0,2.0,572.0,145000.0
